Date,Close,High,Low,Open,Volume
2014-01-02,17.156700134277344,17.277668602545432,17.12227118233579,17.23579528426317,234684800
2014-01-03,16.779842376708984,17.17438394218297,16.762781952557027,17.14833031065933,392467600
2014-01-06,16.871341705322266,16.960361032831884,16.550930766831634,16.670348756004643,412610800
2014-01-07,16.750688552856445,16.93431135449659,16.684931615636376,16.883443155480222,317209200
2014-01-08,16.856761932373047,16.921897652532493,16.70880887976093,16.712529406387368,258529600
2014-01-09,16.641498565673828,16.96221920106993,16.60520769692469,16.960357281384244,279148800
2014-01-10,16.530454635620117,16.77425179603746,16.47369259384087,16.74416456774013,304976000
2014-01-13,16.616992950439453,16.82698068498497,16.43554029036466,16.436471250068163,378492800
2014-01-14,16.94764518737793,16.958190545938862,16.676861715414177,16.694231905466005,332561600
2014-01-15,17.287906646728516,17.375996671088593,17.11110706231483,17.16880008139063,391638800
2014-01-16,17.191442489624023,17.272088144420064,17.111726138343318,17.211603903323034,229278000
2014-01-17,16.770227432250977,17.123826653620345,16.746343830762626,17.105527156766286,426739600
2014-01-21,17.030765533447266,17.06178206113708,16.762463623766447,16.780143574633428,328526800
2014-01-22,17.1064510345459,17.285730370660524,16.991686219062174,17.08784012099154,379985200
2014-01-23,17.251296997070312,17.261222815086125,16.89862897238234,17.057748515297035,403239200
2014-01-24,16.93771743774414,17.23393331239048,16.896773422993842,17.18368466799854,429354800
2014-01-27,17.07512664794922,17.208502417815513,16.927794759285128,17.06179006487016,554878800
2014-01-28,15.71035385131836,15.974000999447494,15.5729445185518,15.78045247260903,1065523200
2014-01-29,15.53200912475586,15.7373454834819,15.465942424246242,15.631265715981087,502810000
2014-01-30,15.501923561096191,15.710362590890355,15.406390800329607,15.587532152527189,678501600
2014-01-31,15.52735424041748,15.55620075130588,15.308681321538657,15.359239743430516,464797200
2014-02-03,15.556200981140137,15.748510504399858,15.48703329537347,15.589700636493012,401464000
2014-02-04,15.781392097473145,15.802174711503193,15.594356853768485,15.690201048345603,376681200
2014-02-05,15.899250984191895,15.98268784985042,15.702599788619496,15.712215842246682,328344800
2014-02-06,15.991925239562988,16.02281747978847,15.845269586672519,15.915477860107607,257765200
2014-02-07,16.215656280517578,16.317066779562712,16.143889875918486,16.268702028699398,370280400
2014-02-10,16.50615692138672,16.599766862648554,16.1632343140829,16.18382803456059,345559200
2014-02-11,16.723644256591797,16.779496266651954,16.522069759608364,16.5567064713013,282256800
2014-02-12,16.722389221191406,16.835969604133805,16.638766210005155,16.754529613306932,308100800
2014-02-13,16.987932205200195,17.001036995166125,16.668722918279567,16.683075862834063,307398000
2014-02-14,16.974201202392578,17.036297311112687,16.88745862269669,16.92677299343777,272924400
2014-02-18,17.03660774230957,17.198862831677868,17.024749441078715,17.036919364334608,260251600
2014-02-19,16.767635345458984,17.064689440983397,16.67340218344822,16.997914010642212,313768000
2014-02-20,16.573549270629883,16.756088086313543,16.506462227277353,16.630962701615644,305858000
2014-02-21,16.389450073242188,16.6802633467304,16.369167983359915,16.62472131602001,278784800
2014-02-24,16.461217880249023,16.535170609145414,16.301147500176203,16.32392590053865,288909600
2014-02-25,16.289920806884766,16.524255634157953,16.25684553610929,16.518328148358457,231952000
2014-02-26,16.142953872680664,16.38165808090031,16.08834834574433,16.338285948039836,276217200
2014-02-27,16.464967727661133,16.499602768998216,16.10238630473376,16.136398101966723,301882000
2014-02-28,16.420347213745117,16.623479795217353,16.291788954474935,16.508962858797492,371968800
2014-03-03,16.467775344848633,16.557952432568133,16.313319127798376,16.332353069032294,238781200
2014-03-04,16.57636260986328,16.620048024323186,16.468088105986954,16.568875348098324,259140000
2014-03-05,16.611310958862305,16.685885285947816,16.510523716645174,16.566379056084564,200062800
2014-03-06,16.561073303222656,16.67621349235129,16.47838513660091,16.624727527096447,185488800
2014-03-07,16.55139923095703,16.599452347983533,16.4144171851568,16.571681325815177,220729600
2014-03-10,16.566377639770508,16.64157687099116,16.485872501706652,16.486497412217393,178584000
2014-03-11,16.72770118713379,16.810389370542385,16.618490127321902,16.70773237411917,279224400
2014-03-12,16.743915557861328,16.76700557544626,16.600069547618023,16.678389967398203,199326400
2014-03-13,16.557950973510742,16.839090692888107,16.511457634898296,16.769820617639287,257742800
2014-03-14,16.37198829650879,16.565447331905084,16.319254161726757,16.499920024339936,237199200
2014-03-17,16.435951232910156,16.53673682000258,16.408180204323926,16.465906949073737,199544800
2014-03-18,16.581356048583984,16.599141837315102,16.38789705997977,16.40973893507569,209647200
2014-03-19,16.576982498168945,16.732373545027738,16.506462612262865,16.608186356186607,224756000
2014-03-20,16.497106552124023,16.620983817438457,16.45498258273303,16.534237902941733,208398400
2014-03-21,16.62722396850586,16.654683372383506,16.423156504004773,16.597893165759746,374046400
2014-03-24,16.824426651000977,16.86530246241041,16.695556777637783,16.800400092686278,355700800
2014-03-25,17.005401611328125,17.029116544199358,16.83690410536164,16.896503892737062,282293200
2014-03-26,16.842836380004883,17.130530181242047,16.814130490789044,17.05314626289096,299768000
2014-03-27,16.770448684692383,16.896510659274675,16.69743412493769,16.850328929399478,222031600
2014-03-28,16.7517147064209,16.816617047632953,16.670274741407564,16.79727149395409,200564000
2014-03-31,16.747982025146484,16.87497885438769,16.722705641701868,16.825677575101768,168669200
2014-04-01,16.90118408203125,16.90804976458361,16.74891257501562,16.779803147217827,200760000
2014-04-02,16.92926788330078,16.95828705906739,16.85781312059856,16.923963643237318,180420800
2014-04-03,16.81193733215332,16.92770069609179,16.776054155500947,16.893065673403687,162344000
2014-04-04,16.59446144104004,16.849703266317746,16.55577030848996,16.843775780811647,275251200
2014-04-07,16.33390998840332,16.56575008444602,16.28461038947483,16.47588463449278,289850400
2014-04-08,16.332977294921875,16.41660198402736,16.185073479180033,16.38758280710968,243888400
2014-04-09,16.54766082763672,16.552965069817056,16.288674495806774,16.30802006522918,206169600
2014-04-10,16.334224700927734,16.607563871373404,16.324551086922497,16.55888584575635,239652000
2014-04-11,16.213472366333008,16.313946327094847,16.136400058018026,16.19443675600042,271717600
2014-04-14,16.27806282043457,16.293039011176013,16.13858444179119,16.28492683842322,205674000
2014-04-15,16.161991119384766,16.276818060534836,15.955113985577338,16.23407082960601,266490000
2014-04-16,16.194740295410156,16.259642638867955,16.042780457744264,16.164784598540116,214765600
2014-04-17,16.379777908325195,16.46777195719219,16.200671924343375,16.22563501145851,284334400
2014-04-21,16.57417869567871,16.60444436245952,16.3492025727989,16.392263074374505,182548800
2014-04-22,16.590717315673828,16.594773401860937,16.428460536764078,16.48493745417052,202563200
2014-04-23,16.37384796142578,16.57292438514763,16.36448597195231,16.50833365677601,394940000
2014-04-24,17.71621322631836,17.785796596051753,17.49654301409435,17.72994292703762,759911600
2014-04-25,17.846328735351562,17.847886845359504,17.59732775823238,17.61511187588451,390275200
2014-04-28,18.537477493286133,18.589275067658686,17.865360513698146,17.87316272851693,669485600
2014-04-29,18.48255729675293,18.596449294043246,18.394564917896822,18.526554319394805,337377600
2014-04-30,18.412668228149414,18.70410651933555,18.40361952314312,18.492236840790394,456640800
2014-05-01,18.456039428710938,18.559632921844322,18.296278981727944,18.47226377117288,244048000
2014-05-02,18.490360260009766,18.540911349176916,18.400808093180906,18.48287299962974,191514400
2014-05-05,18.751846313476562,18.753096134607343,18.409860257103517,18.414229631776724,287067200
2014-05-06,18.547462463378906,18.85949272669842,18.547462463378906,18.7780527363185,374564400
2014-05-07,18.48255729675293,18.637325097708977,18.339022884541254,18.573670894585184,282864400
2014-05-08,18.44961166381836,18.651055144106707,18.39972167533847,18.457769142789207,230297200
2014-05-09,18.37274169921875,18.395018928335006,18.209263636659298,18.34136355003853,291597600
2014-05-12,18.60148048400879,18.62752308755937,18.43110008918186,18.433925379033624,213208800
2014-05-13,18.630664825439453,18.65513894692835,18.534651866533057,18.57544095185735,159737200
2014-05-14,18.634111404418945,18.744874157598503,18.567278052652473,18.58892855298652,166404000
2014-05-15,18.475658416748047,18.71977454885612,18.4511842986001,18.660158579857054,230846000
2014-05-16,18.748327255249023,18.748953980294893,18.36834587082113,18.469694348826906,276256400
2014-05-19,18.970481872558594,19.05645548887043,18.742680695771785,18.758997333565926,317755200
2014-05-20,18.974245071411133,19.027272043482665,18.849362563932345,18.967969442211036,234836000
2014-05-21,19.024450302124023,19.036686523467225,18.89109693889881,18.946634168117697,196859600
2014-05-22,19.0545711517334,19.13552593640161,18.955106192123246,19.033549049194324,200760000
2014-05-23,19.269824981689453,19.28865187448332,19.029474182096703,19.053948304860782,232209600
2014-05-27,19.630659103393555,19.637874819546948,19.316884373514718,19.324728490401398,348866000
2014-05-28,19.5798282623291,19.76244487540918,19.57261087010381,19.64289623859824,315481600
2014-05-29,19.93659019470215,19.98334321430994,19.69780794466656,19.700318196400342,376474000
2014-05-30,19.861909866333008,20.212394916708487,19.733261997058477,20.018168824977696,564020800
2014-06-02,19.72542381286621,19.91933660042837,19.532452788786053,19.89203886533627,369350800
2014-06-03,20.004365921020508,20.04201969816645,19.712870051491652,19.719459043558313,292709200
2014-06-04,20.232797622680664,20.329127297236955,19.95950018938398,20.001232714654048,335482000
2014-06-05,20.312183380126953,20.37556641590984,20.163455113474186,20.276099758365298,303805600
2014-06-06,20.256324768066406,20.434864321074205,20.221811321661647,20.3921900432463,349938400
2014-06-09,20.580461502075195,20.619997142114524,20.15216013142915,20.36081942979804,301660000
2014-06-10,20.701257705688477,20.876971969240472,20.5519010843899,20.806686598966756,251108000
2014-06-11,20.615602493286133,20.813280669082186,20.52994222973048,20.67490510815704,182724000
2014-06-12,20.270761489868164,20.672706774030473,20.185101239241515,20.655135010892813,218996000
2014-06-13,20.04892349243164,20.30370904220803,19.961066348517864,20.25099375041838,218100000
2014-06-16,20.25099754333496,20.371801348309344,20.08626599604405,20.099445659327774,142244000
2014-06-17,20.22463607788086,20.360813047535864,20.163136585038536,20.275152800257555,118904000
2014-06-18,20.246604919433594,20.270765679807987,20.064301609603522,20.2663719002476,134056000
2014-06-19,20.176315307617188,20.272958328899,20.062100523241302,20.270761439578354,142112000
2014-06-20,19.9676570892334,20.327869872424614,19.965460199800283,20.174119451083808,403592000
2014-06-23,19.95008087158203,20.12359823187791,19.89956248031198,20.05770496947963,174776000
2014-06-24,19.82927894592285,20.149956056005394,19.809511970820125,19.932510951198243,156144000
2014-06-25,19.84685516357422,19.92153265393147,19.69090951394366,19.813908521937158,147476000
2014-06-26,19.9654598236084,19.99840646154176,19.723853938323096,19.849049821881383,130516000
2014-06-27,20.202672958374023,20.20706506128109,19.936904649768575,19.94788742063958,256116000
2014-06-30,20.411333084106445,20.587047371248453,20.226832915033775,20.22902980445035,197929200
